date,indicator_name,indicator_value,region,frequency,caliber
2018-02-01,工业增加值_当月同比_mom_yoy,6.4,全国,monthly,mom_yoy
2018-03-01,固定资产投资（不含农户）_累计同比_ytd_yoy,7.8,全国,monthly,ytd_yoy
2018-03-01,房地产开发投资_累计值,69493.88,全国,monthly,cum_level
2018-03-01,社会消费品零售总额_累计值,232308.2,全国,monthly,cum_level
2018-03-01,工业增加值_当月同比_mom_yoy,6.0,全国,monthly,mom_yoy
2018-04-01,固定资产投资（不含农户）_累计同比_ytd_yoy,7.5,全国,monthly,ytd_yoy
2018-04-01,房地产开发投资_累计值,80644.45,全国,monthly,cum_level
2018-04-01,社会消费品零售总额_累计值,263178.4,全国,monthly,cum_level
2018-04-01,工业增加值_当月同比_mom_yoy,6.6,全国,monthly,mom_yoy
2018-05-01,固定资产投资（不含农户）_累计同比_ytd_yoy,7.3,全国,monthly,ytd_yoy
2018-05-01,房地产开发投资_累计值,90544.36,全国,monthly,cum_level
2018-05-01,社会消费品零售总额_累计值,297419.4,全国,monthly,cum_level
2018-05-01,工业增加值_当月同比_mom_yoy,6.2,全国,monthly,mom_yoy
2018-06-01,固定资产投资（不含农户）_累计同比_ytd_yoy,7.2,全国,monthly,ytd_yoy
2018-06-01,房地产开发投资_累计值,100386.55,全国,monthly,cum_level
2018-06-01,社会消费品零售总额_累计值,331527.5,全国,monthly,cum_level
2018-06-01,工业增加值_当月同比_mom_yoy,6.1,全国,monthly,mom_yoy
2018-07-01,固定资产投资（不含农户）_累计同比_ytd_yoy,7.2,全国,monthly,ytd_yoy
2018-07-01,房地产开发投资_累计值,109798.53,全国,monthly,cum_level
2018-07-01,社会消费品零售总额_累计值,366261.6,全国,monthly,cum_level
2018-07-01,工业增加值_当月同比_mom_yoy,6.2,全国,monthly,mom_yoy
2018-09-01,固定资产投资（不含农户）_累计同比_ytd_yoy,7.9,全国,monthly,ytd_yoy
2018-09-01,房地产开发投资_累计值,10831.09,全国,monthly,cum_level
2018-09-01,社会消费品零售总额_累计值,61081.8,全国,monthly,cum_level
2018-10-01,固定资产投资（不含农户）_累计同比_ytd_yoy,7.5,全国,monthly,ytd_yoy
2018-10-01,房地产开发投资_累计值,21291.29,全国,monthly,cum_level
2018-10-01,社会消费品零售总额_累计值,90275.4,全国,monthly,cum_level
2018-10-01,工业增加值_当月同比_mom_yoy,6.0,全国,monthly,mom_yoy
2018-11-01,固定资产投资（不含农户）_累计同比_ytd_yoy,7.0,全国,monthly,ytd_yoy
2018-11-01,房地产开发投资_累计值,30591.95,全国,monthly,cum_level
2018-11-01,社会消费品零售总额_累计值,118817.3,全国,monthly,cum_level
2018-11-01,工业增加值_当月同比_mom_yoy,7.0,全国,monthly,mom_yoy
2018-12-01,固定资产投资（不含农户）_累计同比_ytd_yoy,6.1,全国,monthly,ytd_yoy
2018-12-01,房地产开发投资_累计值,41420.27,全国,monthly,cum_level
2018-12-01,社会消费品零售总额_累计值,149176.4,全国,monthly,cum_level
2018-12-01,工业增加值_当月同比_mom_yoy,6.8,全国,monthly,mom_yoy
2019-02-01,固定资产投资（不含农户）_累计同比_ytd_yoy,6.0,全国,monthly,ytd_yoy
2019-02-01,房地产开发投资_累计值,55530.96,全国,monthly,cum_level
2019-02-01,社会消费品零售总额_累计值,180017.9,全国,monthly,cum_level
2019-02-01,工业增加值_当月同比_mom_yoy,6.0,全国,monthly,mom_yoy
2019-03-01,固定资产投资（不含农户）_累计同比_ytd_yoy,5.5,全国,monthly,ytd_yoy
2019-03-01,房地产开发投资_累计值,65885.71,全国,monthly,cum_level
2019-03-01,社会消费品零售总额_累计值,210751.6,全国,monthly,cum_level
2019-03-01,工业增加值_当月同比_mom_yoy,6.0,全国,monthly,mom_yoy
2019-04-01,固定资产投资（不含农户）_累计同比_ytd_yoy,5.3,全国,monthly,ytd_yoy
2019-04-01,房地产开发投资_累计值,76518.84,全国,monthly,cum_level
2019-04-01,社会消费品零售总额_累计值,242293.9,全国,monthly,cum_level
2019-04-01,工业增加值_当月同比_mom_yoy,6.1,全国,monthly,mom_yoy
2019-05-01,固定资产投资（不含农户）_累计同比_ytd_yoy,5.4,全国,monthly,ytd_yoy
2019-05-01,房地产开发投资_累计值,88665.04,全国,monthly,cum_level
2019-05-01,社会消费品零售总额_累计值,274299.3,全国,monthly,cum_level
2019-05-01,工业增加值_当月同比_mom_yoy,5.8,全国,monthly,mom_yoy
2019-06-01,固定资产投资（不含农户）_累计同比_ytd_yoy,5.7,全国,monthly,ytd_yoy
2019-06-01,房地产开发投资_累计值,99324.92,全国,monthly,cum_level
2019-06-01,社会消费品零售总额_累计值,309833.7,全国,monthly,cum_level
2019-06-01,工业增加值_当月同比_mom_yoy,5.9,全国,monthly,mom_yoy
2019-07-01,固定资产投资（不含农户）_累计同比_ytd_yoy,5.9,全国,monthly,ytd_yoy
2019-07-01,房地产开发投资_累计值,110083.0,全国,monthly,cum_level
2019-07-01,社会消费品零售总额_累计值,345093.4,全国,monthly,cum_level
2019-07-01,工业增加值_当月同比_mom_yoy,5.4,全国,monthly,mom_yoy
2019-08-01,固定资产投资（不含农户）_累计同比_ytd_yoy,5.9,全国,monthly,ytd_yoy
2019-08-01,房地产开发投资_累计值,120263.51,全国,monthly,cum_level
2019-08-01,社会消费品零售总额_累计值,380986.9,全国,monthly,cum_level
2019-08-01,工业增加值_当月同比_mom_yoy,5.7,全国,monthly,mom_yoy
2019-10-01,固定资产投资（不含农户）_累计同比_ytd_yoy,6.1,全国,monthly,ytd_yoy
2019-10-01,房地产开发投资_累计值,12089.84,全国,monthly,cum_level
2019-10-01,社会消费品零售总额_累计值,66064.0,全国,monthly,cum_level
2019-11-01,固定资产投资（不含农户）_累计同比_ytd_yoy,6.3,全国,monthly,ytd_yoy
2019-11-01,房地产开发投资_累计值,23802.92,全国,monthly,cum_level
2019-11-01,社会消费品零售总额_累计值,97789.7,全国,monthly,cum_level
2019-11-01,工业增加值_当月同比_mom_yoy,8.5,全国,monthly,mom_yoy
2019-12-01,固定资产投资（不含农户）_累计同比_ytd_yoy,6.1,全国,monthly,ytd_yoy
2019-12-01,房地产开发投资_累计值,34217.45,全国,monthly,cum_level
2019-12-01,社会消费品零售总额_累计值,128375.8,全国,monthly,cum_level
2019-12-01,工业增加值_当月同比_mom_yoy,5.4,全国,monthly,mom_yoy
2020-02-01,固定资产投资（不含农户）_累计同比_ytd_yoy,5.6,全国,monthly,ytd_yoy
2020-02-01,房地产开发投资_累计值,46074.89,全国,monthly,cum_level
2020-02-01,社会消费品零售总额_累计值,161331.6,全国,monthly,cum_level
2020-02-01,工业增加值_当月同比_mom_yoy,5.0,全国,monthly,mom_yoy
2020-03-01,固定资产投资（不含农户）_累计同比_ytd_yoy,5.8,全国,monthly,ytd_yoy
2020-03-01,房地产开发投资_累计值,61609.3,全国,monthly,cum_level
2020-03-01,社会消费品零售总额_累计值,195209.7,全国,monthly,cum_level
2020-03-01,工业增加值_当月同比_mom_yoy,6.3,全国,monthly,mom_yoy
2020-04-01,固定资产投资（不含农户）_累计同比_ytd_yoy,5.7,全国,monthly,ytd_yoy
2020-04-01,房地产开发投资_累计值,72843.12,全国,monthly,cum_level
2020-04-01,社会消费品零售总额_累计值,228282.9,全国,monthly,cum_level
2020-04-01,工业增加值_当月同比_mom_yoy,4.8,全国,monthly,mom_yoy
2020-05-01,固定资产投资（不含农户）_累计同比_ytd_yoy,5.5,全国,monthly,ytd_yoy
2020-05-01,房地产开发投资_累计值,84589.06,全国,monthly,cum_level
2020-05-01,社会消费品零售总额_累计值,262179.3,全国,monthly,cum_level
2020-05-01,工业增加值_当月同比_mom_yoy,4.4,全国,monthly,mom_yoy
2020-06-01,固定资产投资（不含农户）_累计同比_ytd_yoy,5.4,全国,monthly,ytd_yoy
2020-06-01,房地产开发投资_累计值,98007.67,全国,monthly,cum_level
2020-06-01,社会消费品零售总额_累计值,296674.2,全国,monthly,cum_level
2020-06-01,工业增加值_当月同比_mom_yoy,5.8,全国,monthly,mom_yoy
2020-07-01,固定资产投资（不含农户）_累计同比_ytd_yoy,5.2,全国,monthly,ytd_yoy
2020-07-01,房地产开发投资_累计值,109603.45,全国,monthly,cum_level
2020-07-01,社会消费品零售总额_累计值,334778.5,全国,monthly,cum_level
2020-07-01,工业增加值_当月同比_mom_yoy,4.7,全国,monthly,mom_yoy
2020-08-01,固定资产投资（不含农户）_累计同比_ytd_yoy,5.2,全国,monthly,ytd_yoy
2020-08-01,房地产开发投资_累计值,121265.05,全国,monthly,cum_level
2020-08-01,社会消费品零售总额_累计值,372872.3,全国,monthly,cum_level
2020-08-01,工业增加值_当月同比_mom_yoy,6.2,全国,monthly,mom_yoy
2020-09-01,固定资产投资（不含农户）_累计同比_ytd_yoy,5.4,全国,monthly,ytd_yoy
2020-09-01,房地产开发投资_累计值,132194.26,全国,monthly,cum_level
2020-09-01,社会消费品零售总额_累计值,411649.0,全国,monthly,cum_level
2020-09-01,工业增加值_当月同比_mom_yoy,6.9,全国,monthly,mom_yoy
2020-11-01,固定资产投资（不含农户）_累计同比_ytd_yoy,-24.5,全国,monthly,ytd_yoy
2020-11-01,房地产开发投资_累计值,10115.42,全国,monthly,cum_level
2020-11-01,社会消费品零售总额_累计值,52129.8,全国,monthly,cum_level
2020-12-01,固定资产投资（不含农户）_累计同比_ytd_yoy,-16.1,全国,monthly,ytd_yoy
2020-12-01,房地产开发投资_累计值,21962.61,全国,monthly,cum_level
2020-12-01,社会消费品零售总额_累计值,78579.7,全国,monthly,cum_level
2020-12-01,工业增加值_当月同比_mom_yoy,-1.1,全国,monthly,mom_yoy
2021-02-01,固定资产投资（不含农户）_累计同比_ytd_yoy,-10.3,全国,monthly,ytd_yoy
2021-02-01,房地产开发投资_累计值,33102.84,全国,monthly,cum_level
2021-02-01,社会消费品零售总额_累计值,106757.5,全国,monthly,cum_level
2021-02-01,工业增加值_当月同比_mom_yoy,3.9,全国,monthly,mom_yoy
2021-03-01,固定资产投资（不含农户）_累计同比_ytd_yoy,-6.3,全国,monthly,ytd_yoy
2021-03-01,房地产开发投资_累计值,45919.59,全国,monthly,cum_level
2021-03-01,社会消费品零售总额_累计值,138730.3,全国,monthly,cum_level
2021-03-01,工业增加值_当月同比_mom_yoy,4.4,全国,monthly,mom_yoy
2021-04-01,固定资产投资（不含农户）_累计同比_ytd_yoy,-3.1,全国,monthly,ytd_yoy
2021-04-01,房地产开发投资_累计值,62780.21,全国,monthly,cum_level
2021-04-01,社会消费品零售总额_累计值,172256.2,全国,monthly,cum_level
2021-04-01,工业增加值_当月同比_mom_yoy,4.8,全国,monthly,mom_yoy
2021-05-01,固定资产投资（不含农户）_累计同比_ytd_yoy,-1.6,全国,monthly,ytd_yoy
2021-05-01,房地产开发投资_累计值,75324.61,全国,monthly,cum_level
2021-05-01,社会消费品零售总额_累计值,204458.7,全国,monthly,cum_level
2021-05-01,工业增加值_当月同比_mom_yoy,4.8,全国,monthly,mom_yoy
2021-06-01,固定资产投资（不含农户）_累计同比_ytd_yoy,-0.3,全国,monthly,ytd_yoy
2021-06-01,房地产开发投资_累计值,88454.14,全国,monthly,cum_level
2021-06-01,社会消费品零售总额_累计值,238029.4,全国,monthly,cum_level
2021-06-01,工业增加值_当月同比_mom_yoy,5.6,全国,monthly,mom_yoy
2021-07-01,固定资产投资（不含农户）_累计同比_ytd_yoy,0.8,全国,monthly,ytd_yoy
2021-07-01,房地产开发投资_累计值,103484.2,全国,monthly,cum_level
2021-07-01,社会消费品零售总额_累计值,273324.0,全国,monthly,cum_level
2021-07-01,工业增加值_当月同比_mom_yoy,6.9,全国,monthly,mom_yoy
2021-08-01,固定资产投资（不含农户）_累计同比_ytd_yoy,1.8,全国,monthly,ytd_yoy
2021-08-01,房地产开发投资_累计值,116555.76,全国,monthly,cum_level
2021-08-01,社会消费品零售总额_累计值,311900.5,全国,monthly,cum_level
2021-08-01,工业增加值_当月同比_mom_yoy,6.9,全国,monthly,mom_yoy
2021-09-01,固定资产投资（不含农户）_累计同比_ytd_yoy,2.6,全国,monthly,ytd_yoy
2021-09-01,房地产开发投资_累计值,129492.36,全国,monthly,cum_level
2021-09-01,社会消费品零售总额_累计值,351414.7,全国,monthly,cum_level
2021-09-01,工业增加值_当月同比_mom_yoy,7.0,全国,monthly,mom_yoy
2021-10-01,固定资产投资（不含农户）_累计同比_ytd_yoy,2.9,全国,monthly,ytd_yoy
2021-10-01,房地产开发投资_累计值,141442.95,全国,monthly,cum_level
2021-10-01,社会消费品零售总额_累计值,391980.6,全国,monthly,cum_level
2021-10-01,工业增加值_当月同比_mom_yoy,7.3,全国,monthly,mom_yoy
2021-12-01,固定资产投资（不含农户）_累计同比_ytd_yoy,35.0,全国,monthly,ytd_yoy
2021-12-01,房地产开发投资_累计值,13985.87,全国,monthly,cum_level
2021-12-01,社会消费品零售总额_累计值,69736.8,全国,monthly,cum_level
2022-02-01,固定资产投资（不含农户）_累计同比_ytd_yoy,25.6,全国,monthly,ytd_yoy
2022-02-01,房地产开发投资_累计值,27575.82,全国,monthly,cum_level
2022-02-01,社会消费品零售总额_累计值,105220.8,全国,monthly,cum_level
2022-02-01,工业增加值_当月同比_mom_yoy,14.1,全国,monthly,mom_yoy
2022-03-01,固定资产投资（不含农户）_累计同比_ytd_yoy,19.9,全国,monthly,ytd_yoy
2022-03-01,房地产开发投资_累计值,40239.76,全国,monthly,cum_level
2022-03-01,社会消费品零售总额_累计值,138373.4,全国,monthly,cum_level
2022-03-01,工业增加值_当月同比_mom_yoy,9.8,全国,monthly,mom_yoy
2022-04-01,固定资产投资（不含农户）_累计同比_ytd_yoy,15.4,全国,monthly,ytd_yoy
2022-04-01,房地产开发投资_累计值,54318.08,全国,monthly,cum_level
2022-04-01,社会消费品零售总额_累计值,174318.5,全国,monthly,cum_level
2022-04-01,工业增加值_当月同比_mom_yoy,8.8,全国,monthly,mom_yoy
2022-05-01,固定资产投资（不含农户）_累计同比_ytd_yoy,12.6,全国,monthly,ytd_yoy
2022-05-01,房地产开发投资_累计值,72179.07,全国,monthly,cum_level
2022-05-01,社会消费品零售总额_累计值,211904.3,全国,monthly,cum_level
2022-05-01,工业增加值_当月同比_mom_yoy,8.3,全国,monthly,mom_yoy
2022-06-01,固定资产投资（不含农户）_累计同比_ytd_yoy,10.3,全国,monthly,ytd_yoy
2022-06-01,房地产开发投资_累计值,84895.41,全国,monthly,cum_level
2022-06-01,社会消费品零售总额_累计值,246829.4,全国,monthly,cum_level
2022-06-01,工业增加值_当月同比_mom_yoy,6.4,全国,monthly,mom_yoy
2022-07-01,固定资产投资（不含农户）_累计同比_ytd_yoy,8.9,全国,monthly,ytd_yoy
2022-07-01,房地产开发投资_累计值,98059.73,全国,monthly,cum_level
2022-07-01,社会消费品零售总额_累计值,281224.2,全国,monthly,cum_level
2022-07-01,工业增加值_当月同比_mom_yoy,5.3,全国,monthly,mom_yoy
2022-08-01,固定资产投资（不含农户）_累计同比_ytd_yoy,7.3,全国,monthly,ytd_yoy
2022-08-01,房地产开发投资_累计值,112568.07,全国,monthly,cum_level
2022-08-01,社会消费品零售总额_累计值,318057.2,全国,monthly,cum_level
2022-08-01,工业增加值_当月同比_mom_yoy,3.1,全国,monthly,mom_yoy
2022-09-01,固定资产投资（不含农户）_累计同比_ytd_yoy,6.1,全国,monthly,ytd_yoy
2022-09-01,房地产开发投资_累计值,124933.62,全国,monthly,cum_level
2022-09-01,社会消费品零售总额_累计值,358511.1,全国,monthly,cum_level
2022-09-01,工业增加值_当月同比_mom_yoy,3.5,全国,monthly,mom_yoy
2022-10-01,固定资产投资（不含农户）_累计同比_ytd_yoy,5.2,全国,monthly,ytd_yoy
2022-10-01,房地产开发投资_累计值,137313.96,全国,monthly,cum_level
2022-10-01,社会消费品零售总额_累计值,399554.3,全国,monthly,cum_level
2022-10-01,工业增加值_当月同比_mom_yoy,3.8,全国,monthly,mom_yoy
2022-11-01,固定资产投资（不含农户）_累计同比_ytd_yoy,4.9,全国,monthly,ytd_yoy
2022-11-01,房地产开发投资_累计值,147602.08,全国,monthly,cum_level
2022-11-01,社会消费品零售总额_累计值,440823.2,全国,monthly,cum_level
2022-11-01,工业增加值_当月同比_mom_yoy,4.3,全国,monthly,mom_yoy
2023-02-01,固定资产投资（不含农户）_累计同比_ytd_yoy,12.2,全国,monthly,ytd_yoy
2023-02-01,房地产开发投资_累计值,14499.38,全国,monthly,cum_level
2023-02-01,社会消费品零售总额_累计值,74426.0,全国,monthly,cum_level
2023-03-01,固定资产投资（不含农户）_累计同比_ytd_yoy,9.3,全国,monthly,ytd_yoy
2023-03-01,房地产开发投资_累计值,27764.95,全国,monthly,cum_level
2023-03-01,社会消费品零售总额_累计值,108659.1,全国,monthly,cum_level
2023-03-01,工业增加值_当月同比_mom_yoy,5.0,全国,monthly,mom_yoy
2023-04-01,固定资产投资（不含农户）_累计同比_ytd_yoy,6.8,全国,monthly,ytd_yoy
2023-04-01,房地产开发投资_累计值,39154.31,全国,monthly,cum_level
2023-04-01,社会消费品零售总额_累计值,138142.2,全国,monthly,cum_level
2023-04-01,工业增加值_当月同比_mom_yoy,-2.9,全国,monthly,mom_yoy
2023-05-01,固定资产投资（不含农户）_累计同比_ytd_yoy,6.2,全国,monthly,ytd_yoy
2023-05-01,房地产开发投资_累计值,52133.62,全国,monthly,cum_level
2023-05-01,社会消费品零售总额_累计值,171689.3,全国,monthly,cum_level
2023-05-01,工业增加值_当月同比_mom_yoy,0.7,全国,monthly,mom_yoy
2023-06-01,固定资产投资（不含农户）_累计同比_ytd_yoy,6.1,全国,monthly,ytd_yoy
2023-06-01,房地产开发投资_累计值,68314.21,全国,monthly,cum_level
2023-06-01,社会消费品零售总额_累计值,210431.7,全国,monthly,cum_level
2023-06-01,工业增加值_当月同比_mom_yoy,3.9,全国,monthly,mom_yoy
2023-07-01,固定资产投资（不含农户）_累计同比_ytd_yoy,5.7,全国,monthly,ytd_yoy
2023-07-01,房地产开发投资_累计值,79462.39,全国,monthly,cum_level
2023-07-01,社会消费品零售总额_累计值,246301.8,全国,monthly,cum_level
2023-07-01,工业增加值_当月同比_mom_yoy,3.8,全国,monthly,mom_yoy
2023-08-01,固定资产投资（不含农户）_累计同比_ytd_yoy,5.8,全国,monthly,ytd_yoy
2023-08-01,房地产开发投资_累计值,90808.86,全国,monthly,cum_level
2023-08-01,社会消费品零售总额_累计值,282559.7,全国,monthly,cum_level
2023-08-01,工业增加值_当月同比_mom_yoy,4.2,全国,monthly,mom_yoy
2023-09-01,固定资产投资（不含农户）_累计同比_ytd_yoy,5.9,全国,monthly,ytd_yoy
2023-09-01,房地产开发投资_累计值,103558.54,全国,monthly,cum_level
2023-09-01,社会消费品零售总额_累计值,320304.6,全国,monthly,cum_level
2023-09-01,工业增加值_当月同比_mom_yoy,6.3,全国,monthly,mom_yoy
2023-10-01,固定资产投资（不含农户）_累计同比_ytd_yoy,5.8,全国,monthly,ytd_yoy
2023-10-01,房地产开发投资_累计值,113945.3,全国,monthly,cum_level
2023-10-01,社会消费品零售总额_累计值,360575.1,全国,monthly,cum_level
2023-10-01,工业增加值_当月同比_mom_yoy,5.0,全国,monthly,mom_yoy
2023-11-01,固定资产投资（不含农户）_累计同比_ytd_yoy,5.3,全国,monthly,ytd_yoy
2023-11-01,房地产开发投资_累计值,123863.0,全国,monthly,cum_level
2023-11-01,社会消费品零售总额_累计值,399190.2,全国,monthly,cum_level
2023-11-01,工业增加值_当月同比_mom_yoy,2.2,全国,monthly,mom_yoy
2023-12-01,固定资产投资（不含农户）_累计同比_ytd_yoy,5.1,全国,monthly,ytd_yoy
2023-12-01,房地产开发投资_累计值,132895.41,全国,monthly,cum_level
2023-12-01,社会消费品零售总额_累计值,439732.5,全国,monthly,cum_level
2023-12-01,工业增加值_当月同比_mom_yoy,1.3,全国,monthly,mom_yoy
2024-03-01,固定资产投资（不含农户）_累计同比_ytd_yoy,5.5,全国,monthly,ytd_yoy
2024-03-01,房地产开发投资_累计值,13669.25,全国,monthly,cum_level
2024-03-01,社会消费品零售总额_累计值,77067.0,全国,monthly,cum_level
2024-04-01,固定资产投资（不含农户）_累计同比_ytd_yoy,5.1,全国,monthly,ytd_yoy
2024-04-01,房地产开发投资_累计值,25973.72,全国,monthly,cum_level
2024-04-01,社会消费品零售总额_累计值,114922.4,全国,monthly,cum_level
2024-04-01,工业增加值_当月同比_mom_yoy,3.9,全国,monthly,mom_yoy
2024-05-01,固定资产投资（不含农户）_累计同比_ytd_yoy,4.7,全国,monthly,ytd_yoy
2024-05-01,房地产开发投资_累计值,35514.21,全国,monthly,cum_level
2024-05-01,社会消费品零售总额_累计值,149832.9,全国,monthly,cum_level
2024-05-01,工业增加值_当月同比_mom_yoy,5.6,全国,monthly,mom_yoy
2024-06-01,固定资产投资（不含农户）_累计同比_ytd_yoy,4.0,全国,monthly,ytd_yoy
2024-06-01,房地产开发投资_累计值,45701.25,全国,monthly,cum_level
2024-06-01,社会消费品零售总额_累计值,187636.3,全国,monthly,cum_level
2024-06-01,工业增加值_当月同比_mom_yoy,3.5,全国,monthly,mom_yoy
2024-07-01,固定资产投资（不含农户）_累计同比_ytd_yoy,3.8,全国,monthly,ytd_yoy
2024-07-01,房地产开发投资_累计值,58549.86,全国,monthly,cum_level
2024-07-01,社会消费品零售总额_累计值,227587.6,全国,monthly,cum_level
2024-07-01,工业增加值_当月同比_mom_yoy,4.4,全国,monthly,mom_yoy
2024-08-01,固定资产投资（不含农户）_累计同比_ytd_yoy,3.4,全国,monthly,ytd_yoy
2024-08-01,房地产开发投资_累计值,67717.13,全国,monthly,cum_level
2024-08-01,社会消费品零售总额_累计值,264348.4,全国,monthly,cum_level
2024-08-01,工业增加值_当月同比_mom_yoy,3.7,全国,monthly,mom_yoy
2024-09-01,固定资产投资（不含农户）_累计同比_ytd_yoy,3.2,全国,monthly,ytd_yoy
2024-09-01,房地产开发投资_累计值,76899.97,全国,monthly,cum_level
2024-09-01,社会消费品零售总额_累计值,302281.0,全国,monthly,cum_level
2024-09-01,工业增加值_当月同比_mom_yoy,4.5,全国,monthly,mom_yoy
2024-10-01,固定资产投资（不含农户）_累计同比_ytd_yoy,3.1,全国,monthly,ytd_yoy
2024-10-01,房地产开发投资_累计值,87269.19,全国,monthly,cum_level
2024-10-01,社会消费品零售总额_累计值,342107.0,全国,monthly,cum_level
2024-10-01,工业增加值_当月同比_mom_yoy,4.5,全国,monthly,mom_yoy
2024-11-01,固定资产投资（不含农户）_累计同比_ytd_yoy,2.9,全国,monthly,ytd_yoy
2024-11-01,房地产开发投资_累计值,95921.78,全国,monthly,cum_level
2024-11-01,社会消费品零售总额_累计值,385440.0,全国,monthly,cum_level
2024-11-01,工业增加值_当月同比_mom_yoy,4.6,全国,monthly,mom_yoy
2024-12-01,固定资产投资（不含农户）_累计同比_ytd_yoy,2.9,全国,monthly,ytd_yoy
2024-12-01,房地产开发投资_累计值,104045.43,全国,monthly,cum_level
2024-12-01,社会消费品零售总额_累计值,427945.0,全国,monthly,cum_level
2024-12-01,工业增加值_当月同比_mom_yoy,6.6,全国,monthly,mom_yoy
2025-02-01,固定资产投资（不含农户）_累计同比_ytd_yoy,3.0,全国,monthly,ytd_yoy
2025-02-01,房地产开发投资_累计值,110912.88,全国,monthly,cum_level
2025-02-01,社会消费品零售总额_累计值,471495.2,全国,monthly,cum_level
2025-02-01,工业增加值_当月同比_mom_yoy,6.8,全国,monthly,mom_yoy
2025-04-01,固定资产投资（不含农户）_累计同比_ytd_yoy,4.2,全国,monthly,ytd_yoy
2025-04-01,房地产开发投资_累计值,11841.73,全国,monthly,cum_level
2025-04-01,社会消费品零售总额_累计值,81306.9,全国,monthly,cum_level
2025-05-01,固定资产投资（不含农户）_累计同比_ytd_yoy,4.5,全国,monthly,ytd_yoy
2025-05-01,房地产开发投资_累计值,22082.37,全国,monthly,cum_level
2025-05-01,社会消费品零售总额_累计值,120326.8,全国,monthly,cum_level
2025-05-01,工业增加值_当月同比_mom_yoy,4.5,全国,monthly,mom_yoy
2025-06-01,固定资产投资（不含农户）_累计同比_ytd_yoy,4.2,全国,monthly,ytd_yoy
2025-06-01,房地产开发投资_累计值,30927.8,全国,monthly,cum_level
2025-06-01,社会消费品零售总额_累计值,156025.8,全国,monthly,cum_level
2025-06-01,工业增加值_当月同比_mom_yoy,6.7,全国,monthly,mom_yoy
2025-07-01,固定资产投资（不含农户）_累计同比_ytd_yoy,4.0,全国,monthly,ytd_yoy
2025-07-01,房地产开发投资_累计值,40632.35,全国,monthly,cum_level
2025-07-01,社会消费品零售总额_累计值,195236.9,全国,monthly,cum_level
2025-07-01,工业增加值_当月同比_mom_yoy,5.6,全国,monthly,mom_yoy
2025-08-01,固定资产投资（不含农户）_累计同比_ytd_yoy,3.9,全国,monthly,ytd_yoy
2025-08-01,房地产开发投资_累计值,52528.83,全国,monthly,cum_level
2025-08-01,社会消费品零售总额_累计值,235969.0,全国,monthly,cum_level
2025-08-01,工业增加值_当月同比_mom_yoy,5.3,全国,monthly,mom_yoy
2025-09-01,固定资产投资（不含农户）_累计同比_ytd_yoy,3.6,全国,monthly,ytd_yoy
2025-09-01,房地产开发投资_累计值,60877.42,全国,monthly,cum_level
2025-09-01,社会消费品零售总额_累计值,273725.9,全国,monthly,cum_level
2025-09-01,工业增加值_当月同比_mom_yoy,5.1,全国,monthly,mom_yoy
2015-01-01,PMI,49.8,全国,monthly,
2015-02-01,PMI,49.9,全国,monthly,
2015-03-01,PMI,50.1,全国,monthly,
2015-04-01,PMI,50.1,全国,monthly,
2015-05-01,PMI,50.2,全国,monthly,
2015-06-01,PMI,50.2,全国,monthly,
2015-07-01,PMI,50.0,全国,monthly,
2015-08-01,PMI,49.7,全国,monthly,
2015-09-01,PMI,49.8,全国,monthly,
2015-10-01,PMI,49.8,全国,monthly,
2015-11-01,PMI,49.6,全国,monthly,
2015-12-01,PMI,49.7,全国,monthly,
2016-01-01,PMI,49.4,全国,monthly,
2016-02-01,PMI,49.0,全国,monthly,
2016-03-01,PMI,50.2,全国,monthly,
2016-04-01,PMI,50.1,全国,monthly,
2016-05-01,PMI,50.1,全国,monthly,
2016-06-01,PMI,50.0,全国,monthly,
2016-07-01,PMI,49.9,全国,monthly,
2016-08-01,PMI,50.4,全国,monthly,
2016-09-01,PMI,50.4,全国,monthly,
2016-10-01,PMI,51.2,全国,monthly,
2016-11-01,PMI,51.7,全国,monthly,
2016-12-01,PMI,51.4,全国,monthly,
2017-01-01,PMI,51.3,全国,monthly,
2017-02-01,PMI,51.6,全国,monthly,
2017-03-01,PMI,51.8,全国,monthly,
2017-04-01,PMI,51.2,全国,monthly,
2017-05-01,PMI,51.2,全国,monthly,
2017-06-01,PMI,51.7,全国,monthly,
2017-07-01,PMI,51.4,全国,monthly,
2017-08-01,PMI,51.7,全国,monthly,
2017-09-01,PMI,52.4,全国,monthly,
2017-10-01,PMI,51.6,全国,monthly,
2017-11-01,PMI,51.8,全国,monthly,
2017-12-01,PMI,51.6,全国,monthly,
2018-01-01,PMI,51.3,全国,monthly,
2018-02-01,PMI,50.3,全国,monthly,
2018-03-01,PMI,51.5,全国,monthly,
2018-04-01,PMI,51.4,全国,monthly,
2018-05-01,PMI,51.9,全国,monthly,
2018-06-01,PMI,51.5,全国,monthly,
2018-07-01,PMI,51.2,全国,monthly,
2018-08-01,PMI,51.3,全国,monthly,
2018-09-01,PMI,50.8,全国,monthly,
2018-10-01,PMI,50.2,全国,monthly,
2018-11-01,PMI,50.0,全国,monthly,
2018-12-01,PMI,49.4,全国,monthly,
2019-01-01,PMI,49.5,全国,monthly,
2019-02-01,PMI,49.2,全国,monthly,
2019-03-01,PMI,50.5,全国,monthly,
2019-04-01,PMI,50.1,全国,monthly,
