date,indicator_name,indicator_value,region,frequency
2021-08-01,社会消费品零售总额_累计同比,20.0,四川省,monthly
2021-09-01,社会消费品零售总额_累计同比,18.9,四川省,monthly
2021-10-01,社会消费品零售总额_累计同比,18.0,四川省,monthly
2021-11-01,社会消费品零售总额_累计同比,16.7,四川省,monthly
2021-12-01,社会消费品零售总额_累计同比,15.9,四川省,monthly
2022-02-01,社会消费品零售总额_累计同比,7.4,四川省,monthly
2022-03-01,社会消费品零售总额_累计同比,5.1,四川省,monthly
2022-04-01,社会消费品零售总额_累计同比,2.4,四川省,monthly
2022-05-01,社会消费品零售总额_累计同比,0.6,四川省,monthly
2022-06-01,社会消费品零售总额_累计同比,0.6,四川省,monthly
2022-07-01,社会消费品零售总额_累计同比,0.4,四川省,monthly
2022-08-01,社会消费品零售总额_累计同比,0.5,四川省,monthly
2022-09-01,社会消费品零售总额_累计同比,-0.2,四川省,monthly
2022-10-01,社会消费品零售总额_累计同比,-0.2,四川省,monthly
2022-11-01,社会消费品零售总额_累计同比,-0.4,四川省,monthly
2022-12-01,社会消费品零售总额_累计同比,-0.1,四川省,monthly
2023-02-01,社会消费品零售总额_累计同比,6.8,四川省,monthly
2023-03-01,社会消费品零售总额_累计同比,4.3,四川省,monthly
2023-04-01,社会消费品零售总额_累计同比,6.4,四川省,monthly
2023-05-01,社会消费品零售总额_累计同比,7.8,四川省,monthly
2023-06-01,社会消费品零售总额_累计同比,7.6,四川省,monthly
2023-07-01,社会消费品零售总额_累计同比,7.8,四川省,monthly
2023-08-01,社会消费品零售总额_累计同比,8.2,四川省,monthly
2023-09-01,社会消费品零售总额_累计同比,9.2,四川省,monthly
2023-10-01,社会消费品零售总额_累计同比,9.4,四川省,monthly
2023-11-01,社会消费品零售总额_累计同比,9.4,四川省,monthly
2023-12-01,社会消费品零售总额_累计同比,9.2,四川省,monthly
2024-02-01,社会消费品零售总额_累计同比,5.7,四川省,monthly
2024-03-01,社会消费品零售总额_累计同比,6.1,四川省,monthly
2024-04-01,社会消费品零售总额_累计同比,5.4,四川省,monthly
2024-05-01,社会消费品零售总额_累计同比,5.0,四川省,monthly
2024-06-01,社会消费品零售总额_累计同比,4.9,四川省,monthly
2024-07-01,社会消费品零售总额_累计同比,4.6,四川省,monthly
2024-08-01,社会消费品零售总额_累计同比,4.4,四川省,monthly
2024-09-01,社会消费品零售总额_累计同比,4.4,四川省,monthly
2024-10-01,社会消费品零售总额_累计同比,4.4,四川省,monthly
2024-11-01,社会消费品零售总额_累计同比,4.2,四川省,monthly
2024-12-01,社会消费品零售总额_累计同比,4.2,四川省,monthly
2025-02-01,社会消费品零售总额_累计同比,4.7,四川省,monthly
2025-03-01,社会消费品零售总额_累计同比,5.2,四川省,monthly
2025-04-01,社会消费品零售总额_累计同比,5.3,四川省,monthly
2025-05-01,社会消费品零售总额_累计同比,5.6,四川省,monthly
2025-06-01,社会消费品零售总额_累计同比,5.6,四川省,monthly
2025-07-01,社会消费品零售总额_累计同比,5.6,四川省,monthly
2025-08-01,社会消费品零售总额_累计同比,5.7,四川省,monthly
2025-09-01,社会消费品零售总额_累计同比,5.8,四川省,monthly
2025-10-01,社会消费品零售总额_累计同比,6.0,四川省,monthly
2025-11-01,社会消费品零售总额_累计同比,5.5,四川省,monthly
2025-12-01,社会消费品零售总额_累计同比,5.1,四川省,monthly
