date,region,indicator_name,indicator_value,frequency,unit,source_name,source_url,note
2025-10-31,四川省,固定资产投资（不含农户）_同比增速,-0.5,monthly,%,四川省统计局,http://tjj.sc.gov.cn/scstjj/c112117/2025/11/17/f0d686f7c8b04f7ba11c83daa26c29e7.shtml,scraped from 2025年1—10月
2025-10-31,四川省,社会消费品零售总额_同比增速,7.7,monthly,%,四川省统计局,http://tjj.sc.gov.cn/scstjj/c112117/2025/11/17/f0d686f7c8b04f7ba11c83daa26c29e7.shtml,scraped from 2025年1—10月
2025-10-31,四川省,社会消费品零售总额_当月值,23990.4,monthly,亿元,四川省统计局,http://tjj.sc.gov.cn/scstjj/c112117/2025/11/17/f0d686f7c8b04f7ba11c83daa26c29e7.shtml,scraped from 2025年1—10月
2025-10-31,四川省,规模以上工业增加值_同比增速,5.8,monthly,%,四川省统计局,http://tjj.sc.gov.cn/scstjj/c112117/2025/11/17/f0d686f7c8b04f7ba11c83daa26c29e7.shtml,scraped from 2025年1—10月
2025-11-30,四川省,固定资产投资（不含农户）_同比增速,-0.6,monthly,%,四川省统计局,http://tjj.sc.gov.cn/scstjj/c112117/2025/12/16/9ad913d8b18b43f890b22cf35dbb3aca.shtml,scraped from 2025年1—11月
2025-11-30,四川省,社会消费品零售总额_同比增速,0.5,monthly,%,四川省统计局,http://tjj.sc.gov.cn/scstjj/c112117/2025/12/16/9ad913d8b18b43f890b22cf35dbb3aca.shtml,scraped from 2025年1—11月
2025-11-30,四川省,社会消费品零售总额_当月值,26395.7,monthly,亿元,四川省统计局,http://tjj.sc.gov.cn/scstjj/c112117/2025/12/16/9ad913d8b18b43f890b22cf35dbb3aca.shtml,scraped from 2025年1—11月
2025-11-30,四川省,规模以上工业增加值_同比增速,6.8,monthly,%,四川省统计局,http://tjj.sc.gov.cn/scstjj/c112117/2025/12/16/9ad913d8b18b43f890b22cf35dbb3aca.shtml,scraped from 2025年1—11月
